0.5 0 0
0.25 0 0.433013
-0.25 0 0.433013
-0.5 0 6.12323e-17
-0.25 0 -0.433013
0.25 0 -0.433013
0.5 0 -5.66554e-16
0.25 0.433013 0
0.125 0.216506 0.433013
-0.125 -0.216506 0.433013
-0.25 -0.433013 6.12323e-17
-0.125 -0.216506 -0.433013
0.125 0.216506 -0.433013
0.25 0.433013 -5.66554e-16
-0.25 0.433013 0
-0.125 0.216506 0.433013
0.125 -0.216506 0.433013
0.25 -0.433013 6.12323e-17
0.125 -0.216506 -0.433013
-0.125 0.216506 -0.433013
-0.25 0.433013 -5.66554e-16
-0.5 6.12323e-17 0
-0.25 3.06162e-17 0.433013
0.25 -3.06162e-17 0.433013
0.5 -6.12323e-17 6.12323e-17
0.25 -3.06162e-17 -0.433013
-0.25 3.06162e-17 -0.433013
-0.5 6.12323e-17 -5.66554e-16
-0.25 -0.433013 0
-0.125 -0.216506 0.433013
0.125 0.216506 0.433013
0.25 0.433013 6.12323e-17
0.125 0.216506 -0.433013
-0.125 -0.216506 -0.433013
-0.25 -0.433013 -5.66554e-16
0.25 -0.433013 0
0.125 -0.216506 0.433013
-0.125 0.216506 0.433013
-0.25 0.433013 6.12323e-17
-0.125 0.216506 -0.433013
0.125 -0.216506 -0.433013
0.25 -0.433013 -5.66554e-16
0.5 -5.66554e-16 0
0.25 -2.83277e-16 0.433013
-0.25 2.83277e-16 0.433013
-0.5 5.66554e-16 6.12323e-17
-0.25 2.83277e-16 -0.433013
0.25 -2.83277e-16 -0.433013
0.5 -5.66554e-16 -5.66554e-16
0.505328 -0.232325 -0.048
0.255821 -0.216627 0.385013
-0.243192 -0.185232 0.385013
-0.492699 -0.169534 -0.048
-0.243192 -0.185232 -0.481013
0.255821 -0.216627 -0.481013
0.505328 -0.232325 -0.048
0.28301 0.215531 -0.048
0.144662 0.00730065 0.385013
-0.132033 -0.40916 0.385013
-0.270381 -0.61739 -0.048
-0.132033 -0.40916 -0.481013
0.144662 0.00730065 -0.481013
0.28301 0.215531 -0.048
-0.216003 0.246926 -0.048
-0.104844 0.0229983 0.385013
0.117473 -0.424858 0.385013
0.228632 -0.648786 -0.048
0.117473 -0.424858 -0.481013
-0.104844 0.0229983 -0.481013
-0.216003 0.246926 -0.048
-0.492699 -0.169534 -0.048
-0.243192 -0.185232 0.385013
0.255821 -0.216627 0.385013
0.505328 -0.232325 -0.048
0.255821 -0.216627 -0.481013
-0.243192 -0.185232 -0.481013
-0.492699 -0.169534 -0.048
-0.270381 -0.61739 -0.048
-0.132033 -0.40916 0.385013
0.144662 0.00730065 0.385013
0.28301 0.215531 -0.048
0.144662 0.00730065 -0.481013
-0.132033 -0.40916 -0.481013
-0.270381 -0.61739 -0.048
0.228632 -0.648786 -0.048
0.117473 -0.424858 0.385013
-0.104844 0.0229983 0.385013
-0.216003 0.246926 -0.048
-0.104844 0.0229983 -0.481013
0.117473 -0.424858 -0.481013
0.228632 -0.648786 -0.048
0.505328 -0.232325 -0.048
0.255821 -0.216627 0.385013
-0.243192 -0.185232 0.385013
-0.492699 -0.169534 -0.048
-0.243192 -0.185232 -0.481013
0.255821 -0.216627 -0.481013
0.505328 -0.232325 -0.048
0.52129 -0.463733 -0.096
0.273262 -0.4324 0.337013
-0.222796 -0.369733 0.337013
-0.470824 -0.3384 -0.096
-0.222796 -0.369733 -0.529013
0.273262 -0.4324 -0.529013
0.52129 -0.463733 -0.096
0.327533 -0.00280139 -0.096
0.176383 -0.201934 0.337013
-0.125917 -0.600199 0.337013
-0.277067 -0.799331 -0.096
-0.125917 -0.600199 -0.529013
0.176383 -0.201934 -0.529013
0.327533 -0.00280139 -0.096
-0.168525 0.0598652 -0.096
-0.0716459 -0.170601 0.337013
0.122112 -0.631532 0.337013
0.218991 -0.861998 -0.096
0.122112 -0.631532 -0.529013
-0.0716459 -0.170601 -0.529013
-0.168525 0.0598652 -0.096
-0.470824 -0.3384 -0.096
-0.222796 -0.369733 0.337013
0.273262 -0.4324 0.337013
0.52129 -0.463733 -0.096
0.273262 -0.4324 -0.529013
-0.222796 -0.369733 -0.529013
-0.470824 -0.3384 -0.096
-0.277067 -0.799331 -0.096
-0.125917 -0.600199 0.337013
0.176383 -0.201934 0.337013
0.327533 -0.00280139 -0.096
0.176383 -0.201934 -0.529013
-0.125917 -0.600199 -0.529013
-0.277067 -0.799331 -0.096
0.218991 -0.861998 -0.096
0.122112 -0.631532 0.337013
-0.0716459 -0.170601 0.337013
-0.168525 0.0598652 -0.096
-0.0716459 -0.170601 -0.529013
0.122112 -0.631532 -0.529013
0.218991 -0.861998 -0.096
0.52129 -0.463733 -0.096
0.273262 -0.4324 0.337013
-0.222796 -0.369733 0.337013
-0.470824 -0.3384 -0.096
-0.222796 -0.369733 -0.529013
0.273262 -0.4324 -0.529013
0.52129 -0.463733 -0.096
0.547824 -0.693311 -0.144
0.302253 -0.646466 0.289013
-0.188891 -0.552775 0.289013
-0.434463 -0.50593 -0.144
-0.188891 -0.552775 -0.577013
0.302253 -0.646466 -0.577013
0.547824 -0.693311 -0.144
0.383391 -0.221123 -0.144
0.220036 -0.410371 0.289013
-0.106674 -0.788869 0.289013
-0.27003 -0.978118 -0.144
-0.106674 -0.788869 -0.577013
0.220036 -0.410371 -0.577013
0.383391 -0.221123 -0.144
-0.107753 -0.127432 -0.144
-0.0255359 -0.363526 0.289013
0.138897 -0.835714 0.289013
0.221114 -1.07181 -0.144
0.138897 -0.835714 -0.577013
-0.0255359 -0.363526 -0.577013
-0.107753 -0.127432 -0.144
-0.434463 -0.50593 -0.144
-0.188891 -0.552775 0.289013
0.302253 -0.646466 0.289013
0.547824 -0.693311 -0.144
0.302253 -0.646466 -0.577013
-0.188891 -0.552775 -0.577013
-0.434463 -0.50593 -0.144
-0.27003 -0.978118 -0.144
-0.106674 -0.788869 0.289013
0.220036 -0.410371 0.289013
0.383391 -0.221123 -0.144
0.220036 -0.410371 -0.577013
-0.106674 -0.788869 -0.577013
-0.27003 -0.978118 -0.144
0.221114 -1.07181 -0.144
0.138897 -0.835714 0.289013
-0.0255359 -0.363526 0.289013
-0.107753 -0.127432 -0.144
-0.0255359 -0.363526 -0.577013
0.138897 -0.835714 -0.577013
0.221114 -1.07181 -0.144
0.547824 -0.693311 -0.144
0.302253 -0.646466 0.289013
-0.188891 -0.552775 0.289013
-0.434463 -0.50593 -0.144
-0.188891 -0.552775 -0.577013
0.302253 -0.646466 -0.577013
0.547824 -0.693311 -0.144
0.584825 -0.920153 -0.192
0.34268 -0.85798 0.241013
-0.141612 -0.733635 0.241013
-0.383758 -0.671463 -0.192
-0.141612 -0.733635 -0.625013
0.34268 -0.85798 -0.625013
0.584825 -0.920153 -0.192
0.450366 -0.438571 -0.192
0.27545 -0.617189 0.241013
-0.074382 -0.974426 0.241013
-0.249298 -1.15304 -0.192
-0.074382 -0.974426 -0.625013
0.27545 -0.617189 -0.625013
0.450366 -0.438571 -0.192
-0.033926 -0.314226 -0.192
0.0333039 -0.555017 0.241013
0.167764 -1.0366 0.241013
0.234994 -1.27739 -0.192
0.167764 -1.0366 -0.625013
0.0333039 -0.555017 -0.625013
-0.033926 -0.314226 -0.192
-0.383758 -0.671463 -0.192
-0.141612 -0.733635 0.241013
0.34268 -0.85798 0.241013
0.584825 -0.920153 -0.192
0.34268 -0.85798 -0.625013
-0.141612 -0.733635 -0.625013
-0.383758 -0.671463 -0.192
-0.249298 -1.15304 -0.192
-0.074382 -0.974426 0.241013
0.27545 -0.617189 0.241013
0.450366 -0.438571 -0.192
0.27545 -0.617189 -0.625013
-0.074382 -0.974426 -0.625013
-0.249298 -1.15304 -0.192
0.234994 -1.27739 -0.192
0.167764 -1.0366 0.241013
0.0333039 -0.555017 0.241013
-0.033926 -0.314226 -0.192
0.0333039 -0.555017 -0.625013
0.167764 -1.0366 -0.625013
0.234994 -1.27739 -0.192
0.584825 -0.920153 -0.192
0.34268 -0.85798 0.241013
-0.141612 -0.733635 0.241013
-0.383758 -0.671463 -0.192
-0.141612 -0.733635 -0.625013
0.34268 -0.85798 -0.625013
0.584825 -0.920153 -0.192
0.632147 -1.14336 -0.24
0.394383 -1.06611 0.193013
-0.081145 -0.9116 0.193013
-0.318909 -0.834346 -0.24
-0.081145 -0.9116 -0.673013
0.394383 -1.06611 -0.673013
0.632147 -1.14336 -0.24
0.528192 -0.654289 -0.24
0.342405 -0.821572 0.193013
-0.0291671 -1.15614 0.193013
-0.214953 -1.32342 -0.24
-0.0291671 -1.15614 -0.673013
0.342405 -0.821572 -0.673013
0.528192 -0.654289 -0.24
0.0526633 -0.499781 -0.24
0.104641 -0.744317 0.193013
0.208597 -1.23339 0.193013
0.260575 -1.47793 -0.24
0.208597 -1.23339 -0.673013
0.104641 -0.744317 -0.673013
0.0526633 -0.499781 -0.24
-0.318909 -0.834346 -0.24
-0.081145 -0.9116 0.193013
0.394383 -1.06611 0.193013
0.632147 -1.14336 -0.24
0.394383 -1.06611 -0.673013
-0.081145 -0.9116 -0.673013
-0.318909 -0.834346 -0.24
-0.214953 -1.32342 -0.24
-0.0291671 -1.15614 0.193013
0.342405 -0.821572 0.193013
0.528192 -0.654289 -0.24
0.342405 -0.821572 -0.673013
-0.0291671 -1.15614 -0.673013
-0.214953 -1.32342 -0.24
0.260575 -1.47793 -0.24
0.208597 -1.23339 0.193013
0.104641 -0.744317 0.193013
0.0526633 -0.499781 -0.24
0.104641 -0.744317 -0.673013
0.208597 -1.23339 -0.673013
0.260575 -1.47793 -0.24
0.632147 -1.14336 -0.24
0.394383 -1.06611 0.193013
-0.081145 -0.9116 0.193013
-0.318909 -0.834346 -0.24
-0.081145 -0.9116 -0.673013
0.394383 -1.06611 -0.673013
0.632147 -1.14336 -0.24
0.689603 -1.36206 -0.288
0.457159 -1.27003 0.145013
-0.00772888 -1.08597 0.145013
-0.240173 -0.993936 -0.288
-0.00772888 -1.08597 -0.721013
0.457159 -1.27003 -0.721013
0.689603 -1.36206 -0.288
0.616562 -0.867425 -0.288
0.420639 -1.02271 0.145013
0.0287919 -1.33329 0.145013
-0.167131 -1.48857 -0.288
0.0287919 -1.33329 -0.721013
0.420639 -1.02271 -0.721013
0.616562 -0.867425 -0.288
0.151674 -0.683362 -0.288
0.188194 -0.93068 0.145013
0.261236 -1.42532 0.145013
0.297757 -1.67263 -0.288
0.261236 -1.42532 -0.721013
0.188194 -0.93068 -0.721013
0.151674 -0.683362 -0.288
-0.240173 -0.993936 -0.288
-0.00772888 -1.08597 0.145013
0.457159 -1.27003 0.145013
0.689603 -1.36206 -0.288
0.457159 -1.27003 -0.721013
-0.00772888 -1.08597 -0.721013
-0.240173 -0.993936 -0.288
-0.167131 -1.48857 -0.288
0.0287919 -1.33329 0.145013
0.420639 -1.02271 0.145013
0.616562 -0.867425 -0.288
0.420639 -1.02271 -0.721013
0.0287919 -1.33329 -0.721013
-0.167131 -1.48857 -0.288
0.297757 -1.67263 -0.288
0.261236 -1.42532 0.145013
0.188194 -0.93068 0.145013
0.151674 -0.683362 -0.288
0.188194 -0.93068 -0.721013
0.261236 -1.42532 -0.721013
0.297757 -1.67263 -0.288
0.689603 -1.36206 -0.288
0.457159 -1.27003 0.145013
-0.00772888 -1.08597 0.145013
-0.240173 -0.993936 -0.288
-0.00772888 -1.08597 -0.721013
0.457159 -1.27003 -0.721013
0.689603 -1.36206 -0.288
0.756967 -1.57538 -0.336
0.53076 -1.46894 0.0970127
0.0783467 -1.25605 0.0970127
-0.14786 -1.1496 -0.336
0.0783467 -1.25605 -0.769013
0.53076 -1.46894 -0.769013
0.756967 -1.57538 -0.336
0.715128 -1.07714 -0.336
0.509841 -1.21982 0.0970127
0.0992661 -1.50517 0.0970127
-0.106021 -1.64785 -0.336
0.0992661 -1.50517 -0.769013
0.509841 -1.21982 -0.769013
0.715128 -1.07714 -0.336
0.262715 -0.864247 -0.336
0.283634 -1.11337 0.0970127
0.325473 -1.61162 0.0970127
0.346392 -1.86074 -0.336
0.325473 -1.61162 -0.769013
0.283634 -1.11337 -0.769013
0.262715 -0.864247 -0.336
-0.14786 -1.1496 -0.336
0.0783467 -1.25605 0.0970127
0.53076 -1.46894 0.0970127
0.756967 -1.57538 -0.336
0.53076 -1.46894 -0.769013
0.0783467 -1.25605 -0.769013
-0.14786 -1.1496 -0.336
-0.106021 -1.64785 -0.336
0.0992661 -1.50517 0.0970127
0.509841 -1.21982 0.0970127
0.715128 -1.07714 -0.336
0.509841 -1.21982 -0.769013
0.0992661 -1.50517 -0.769013
-0.106021 -1.64785 -0.336
0.346392 -1.86074 -0.336
